#, time, Left, Right, Bottle, Bottle Amount, Sleep time, wet, solid, Pump Amount 
870, 08/23/15 16:06:31, 9:45, 0:0, 0:0, 
871, 08/23/15 17:45:50, 0:0, 20:0, 0:0, 
872, 08/23/15 19:38:35, 12:5, 0:0, 0:0, 
873, 08/23/15 22:39:32, 0:0, 14:18, 0:0, 
874, 08/24/15 00:27:48, 19:23, 0:0, 0:0, 
875, 08/24/15 02:08:15, 0:0, 17:1, 0:0, 
876, 08/24/15 05:57:18, 15:53, 0:0, 0:0, 
877, 08/24/15 08:45:41, 0:0, 24:14, 0:0, 
878, 08/24/15 12:18:11, 15:0, 0:0, 0:0, 
879, 08/24/15 13:36:08, 0:0, 12:37, 0:0, 
880, 08/24/15 15:25:00, 0:0, 21:47, 0:0, 
881, 08/24/15 17:34:54, 8:47, 0:0, 0:0, 
882, 08/24/15 19:30:08, 0:0, 18:33, 0:0, 
883, 08/24/15 22:33:09, 27:36, 0:0, 0:0, 
884, 08/25/15 00:09:46, 0:0, 16:57, 0:0, 
885, 08/25/15 01:39:34, 16:39, 0:0, 0:0, 
886, 08/25/15 04:04:50, 0:0, 10:25, 0:0, 
887, 08/25/15 05:42:50, 17:32, 0:0, 0:0, 
888, 08/25/15 07:14:35, 0:0, 15:15, 0:0, 
889, 08/25/15 09:22:52, 22:20, 0:0, 0:0, 
890, 08/25/15 09:45:44, 0:0, 15:0, 0:0, 
891, 08/25/15 11:21:02, 15:0, 0:0, 0:0, 
892, 08/25/15 14:12:03, 0:0, 15:0, 0:0, 
893, 08/25/15 16:47:52, 15:0, 0:0, 0:0, 
894, 08/25/15 18:00:08, 0:0, 15:0, 0:0, 
895, 08/25/15 19:34:25, 25:44, 0:0, 0:0, 
896, 08/25/15 20:59:53, 0:0, 22:54, 0:0, 
897, 08/25/15 22:18:53, 14:33, 0:0, 0:0, 
898, 08/25/15 23:45:13, 0:0, 6:23, 0:0, 
899, 08/26/15 02:24:13, 15:0, 0:0, 0:0, 
900, 08/26/15 04:55:52, 8:3, 0:0, 0:0, 
901, 08/26/15 07:18:51, 0:0, 14:41, 0:0, 
902, 08/26/15 10:19:25, 0:0, 9:1, 0:0, 
903, 08/26/15 11:00:59, 7:36, 0:0, 0:0, 
904, 08/26/15 14:08:20, 0:0, 15:0, 0:0, 
905, 08/26/15 16:23:07, 11:51, 0:0, 0:0, 
906, 08/26/15 18:04:36, 0:0, 16:56, 0:0, 
907, 08/26/15 20:50:24, 19:6, 0:0, 0:0, 
908, 08/26/15 22:18:31, 0:0, 11:6, 0:0, 
909, 08/26/15 23:34:26, 15:5, 0:0, 0:0, 
910, 08/27/15 00:54:25, 8:0, 15:0, 0:0, 
911, 08/27/15 07:08:42, 0:0, 15:0, 0:0, 
912, 08/27/15 09:32:13, 15:0, 0:0, 0:0, 
913, 08/27/15 11:58:28, 21:46, 0:0, 0:0, 
914, 08/27/15 14:15:07, 0:0, 15:0, 0:0, 
915, 08/27/15 16:20:29, 11:51, 0:0, 0:0, 
916, 08/27/15 17:39:59, 0:0, 21:43, 0:0, 
917, 08/27/15 19:45:34, 21:32, 0:0, 0:0, 
918, 08/27/15 21:35:12, 0:0, 22:27, 0:0, 
919, 08/28/15 00:02:03, 24:33, 0:0, 0:0, 
920, 08/28/15 01:20:59, 8:5, 33:56, 0:0, 
921, 08/28/15 04:22:27, 24:5, 0:0, 0:0, 
922, 08/28/15 06:23:27, 0:0, 15:0, 0:0, 
923, 08/28/15 09:10:40, 15:0, 0:0, 0:0, 
924, 08/28/15 10:42:19, 0:0, 15:0, 0:0, 
925, 08/28/15 12:37:11, 25:46, 0:0, 0:0, 
926, 08/28/15 14:29:50, 18:6, 0:0, 0:0, 
927, 08/28/15 15:52:03, 0:0, 0:0, Bottle-Pump, 2oz
928, 08/28/15 16:02:55, 0:0, 27:19, 0:0, 
929, 08/28/15 18:05:22, 12:22, 0:0, 0:0, 
930, 08/28/15 19:59:41, 0:0, 14:24, 0:0, 
931, 08/28/15 21:27:10, 15:0, 0:0, 0:0, 
932, 08/28/15 22:15:00, 0:0, 15:0, 0:0, 
933, 08/29/15 02:11:07, 18:27, 0:0, 0:0, 
934, 08/29/15 04:09:03, 0:0, 15:0, 0:0, 
935, 08/29/15 07:40:51, 15:0, 0:0, 0:0, 
936, 08/29/15 09:19:23, 15:0, 0:0, 0:0, 
937, 08/29/15 11:13:34, 0:0, 14:3, 0:0, 
938, 08/29/15 13:00:00, 15:0, 0:0, 0:0, 
939, 08/29/15 15:12:53, 0:0, 15:0, 0:0, 
940, 08/29/15 16:44:52, 15:0, 0:0, 0:0, 
941, 08/29/15 18:36:20, 0:0, 15:0, 0:0, 
942, 08/29/15 20:56:09, 15:0, 0:0, 0:0, 
943, 08/29/15 23:20:58, 0:0, 12:11, 0:0, 
944, 08/30/15 00:29:21, 7:30, 11:8, 0:0, 
945, 08/30/15 02:24:44, 25:37, 3:30, 0:0, 
946, 08/30/15 05:00:00, 0:0, 0:0, Bottle-Pump, 5oz
947, 08/30/15 08:40:59, 0:0, 15:28, 0:0, 
948, 08/30/15 10:52:30, 15:0, 0:0, 0:0, 
949, 08/30/15 13:05:32, 0:0, 12:10, 0:0, 
950, 08/30/15 13:48:20, 35:50, 0:0, 0:0, 
951, 08/30/15 16:28:05, 13:18, 0:0, 0:0, 
952, 08/30/15 18:35:11, 0:0, 17:22, 0:0, 
953, 08/30/15 20:17:16, 14:32, 0:0, 0:0, 
954, 08/30/15 21:22:34, 0:0, 28:2, 0:0, 
955, 08/31/15 00:12:00, 24:0, 0:0, 0:0, 
956, 08/31/15 01:49:10, 0:0, 18:11, 0:0, 
957, 08/31/15 03:53:15, 15:0, 0:0, 0:0, 
958, 08/31/15 04:44:00, 0:0, 0:0, Bottle-Pump, 3oz
959, 08/31/15 05:37:20, 0:0, 15:0, 0:0, 
960, 08/31/15 08:00:03, 15:0, 0:0, 0:0, 
961, 08/31/15 09:44:15, 0:0, 15:0, 0:0, 
962, 08/31/15 10:30:00, 0:0, 15:0, 0:0, 
963, 08/31/15 12:13:25, 18:3, 0:0, 0:0, 
964, 08/31/15 14:24:29, 19:31, 0:0, 0:0, 
965, 08/31/15 16:00:34, 0:0, 15:0, 0:0, 
966, 08/31/15 17:33:40, 10:31, 0:0, 0:0, 
967, 08/31/15 19:39:30, 0:0, 26:4, 0:0, 
968, 08/31/15 22:00:27, 14:16, 0:0, 0:0, 
969, 08/31/15 23:00:28, 0:0, 15:57, 0:0, 
970, 09/01/15 01:26:06, 13:11, 0:0, 0:0, 
971, 09/01/15 03:02:35, 0:0, 12:42, 0:0, 
972, 09/01/15 05:00:39, 15:36, 0:0, 0:0, 
973, 09/01/15 07:46:22, 0:0, 15:0, 0:0, 
974, 09/01/15 09:11:07, 15:0, 0:0, 0:0, 
975, 09/01/15 11:05:15, 0:0, 20:0, 0:0, 
976, 09/01/15 13:26:25, 0:0, 27:6, 0:0, 
977, 09/01/15 14:51:04, 118:53, 0:0, 0:0, 
978, 09/01/15 16:50:25, 0:0, 10:53, 0:0, 
979, 09/01/15 19:01:05, 16:36, 0:0, 0:0, 
980, 09/01/15 20:34:03, 0:0, 29:33, 0:0, 
981, 09/01/15 22:10:12, 17:55, 0:0, 0:0, 
982, 09/02/15 00:17:22, 0:0, 16:17, 0:0, 
983, 09/02/15 01:36:44, 29:23, 0:0, 0:0, 
984, 09/02/15 02:29:13, 0:0, 32:15, 0:0, 
985, 09/02/15 05:00:00, 0:0, 0:0, Bottle-Pump, 3.5oz
986, 09/02/15 06:02:26, 15:0, 0:0, 0:0, 
987, 09/02/15 08:44:18, 0:0, 16:46, 0:0, 
988, 09/02/15 10:24:55, 15:0, 0:0, 0:0, 
989, 09/02/15 13:00:32, 12:12, 0:0, 0:0, 
990, 09/02/15 14:59:56, 0:0, 21:43, 0:0, 
991, 09/02/15 17:36:05, 13:49, 0:0, 0:0, 
992, 09/02/15 18:53:31, 0:0, 21:46, 0:0, 
993, 09/02/15 21:30:00, 15:0, 0:0, 0:0, 
994, 09/02/15 23:04:51, 0:0, 15:0, 0:0, 
995, 09/03/15 00:57:00, 11:58, 0:0, 0:0, 
996, 09/03/15 01:29:28, 0:0, 15:0, 0:0, 
997, 09/03/15 03:03:28, 15:22, 0:0, 0:0, 
998, 09/03/15 03:52:30, 0:0, 15:0, 0:0, 
999, 09/03/15 07:05:01, 147:13, 0:0, 0:0, 
1000, 09/03/15 09:32:16, 0:0, 138:59, 0:0, 
1001, 09/03/15 11:51:16, 15:0, 0:0, 0:0, 
1002, 09/03/15 13:22:20, 0:0, 23:37, 0:0, 
1003, 09/03/15 15:10:16, 67:15, 0:0, 0:0, 
1004, 09/03/15 16:59:46, 0:0, 11:29, 0:0, 
1005, 09/03/15 18:27:55, 17:57, 0:0, 0:0, 
1006, 09/03/15 19:31:50, 0:0, 21:18, 0:0, 
1007, 09/03/15 21:04:34, 101:26, 0:0, 0:0, 
1008, 09/03/15 22:48:23, 0:0, 15:0, 0:0, 
1009, 09/04/15 01:00:32, 19:46, 0:0, 0:0, 
1010, 09/04/15 02:22:20, 0:0, 15:0, 0:0, 
1011, 09/04/15 03:43:00, 0:0, 0:0, Bottle-Pump, 4oz
1012, 09/04/15 05:03:57, 15:54, 0:0, 0:0, 
1013, 09/04/15 08:07:27, 0:0, 15:0, 0:0, 
1014, 09/04/15 10:41:19, 15:0, 0:0, 0:0, 
1015, 09/04/15 13:29:20, 20:40, 0:0, 0:0, 
1016, 09/04/15 15:51:01, 0:0, 15:0, 0:0, 
1017, 09/04/15 17:34:39, 15:0, 0:0, 0:0, 
1018, 09/04/15 19:16:23, 0:0, 15:25, 0:0, 
1019, 09/04/15 21:04:53, 14:3, 0:0, 0:0, 
1020, 09/05/15 00:28:08, 0:0, 15:0, 0:0, 
1021, 09/05/15 01:50:02, 13:10, 0:0, 0:0, 
1022, 09/05/15 06:23:43, 0:0, 26:26, 0:0, 
1023, 09/05/15 08:09:20, 11:28, 0:0, 0:0, 
1024, 09/05/15 10:08:14, 0:0, 30:0, 0:0, 
1025, 09/05/15 12:02:00, 9:31, 0:0, 0:0, 
1026, 09/05/15 14:57:58, 0:0, 15:0, 0:0, 
1027, 09/05/15 17:10:14, 15:0, 0:0, 0:0, 
1028, 09/05/15 19:12:11, 0:0, 24:59, 0:0, 
1029, 09/05/15 21:23:44, 20:0, 0:0, 0:0, 
1030, 09/05/15 23:47:24, 0:0, 22:13, 0:0, 
1031, 09/06/15 01:52:47, 0:0, 19:21, 0:0, 
1032, 09/06/15 03:39:20, 15:0, 0:0, 0:0, 
1033, 09/06/15 06:07:52, 0:0, 15:0, 0:0, 
1034, 09/06/15 09:55:41, 15:0, 0:0, 0:0, 
1035, 09/06/15 11:15:22, 0:0, 15:0, 0:0, 
1036, 09/06/15 13:02:00, 0:0, 17:48, 0:0, 
1037, 09/06/15 16:27:06, 16:15, 0:0, 0:0, 
1038, 09/06/15 17:38:14, 0:0, 8:37, 0:0, 
1039, 09/06/15 19:16:29, 16:37, 0:0, 0:0, 
1040, 09/06/15 20:24:35, 0:0, 17:12, 0:0, 
1041, 09/06/15 22:01:20, 12:5, 0:0, 0:0, 
1042, 09/06/15 23:39:49, 0:0, 11:54, 0:0, 
1043, 09/07/15 02:04:02, 0:0, 15:0, 0:0, 
1044, 09/07/15 03:55:50, 17:23, 0:2, 0:0, 
1045, 09/07/15 07:11:54, 0:0, 17:4, 0:0, 
1046, 09/07/15 09:29:56, 15:0, 0:0, 0:0, 
1047, 09/07/15 11:06:10, 0:0, 15:0, 0:0, 
1048, 09/07/15 12:40:20, 15:0, 0:0, 0:0, 
1049, 09/07/15 14:52:43, 19:20, 0:0, 0:0, 
1050, 09/07/15 18:07:40, 0:0, 15:0, 0:0, 
1051, 09/07/15 20:32:24, 15:55, 0:0, 0:0, 
1052, 09/07/15 22:27:38, 0:0, 19:11, 0:0, 
1053, 09/07/15 23:58:30, 19:38, 0:0, 0:0, 
1054, 09/08/15 01:30:00, 15:0, 0:0, 0:0, 
1055, 09/08/15 02:47:34, 0:0, 23:36, 0:0, 
1056, 09/08/15 04:30:43, 15:0, 0:0, 0:0, 
1057, 09/08/15 05:53:16, 0:0, 15:0, 0:0, 
1058, 09/08/15 06:25:15, 15:0, 0:0, 0:0, 
1059, 09/08/15 08:06:28, 0:0, 13:0, 0:0, 
1060, 09/08/15 08:24:40, 8:52, 0:0, 0:0, 
1061, 09/08/15 12:07:06, 0:0, 12:24, 0:0, 
1062, 09/08/15 13:27:56, 15:0, 0:0, 0:0, 
1063, 09/08/15 15:50:00, 0:0, 0:0, Bottle-Pump, 3oz
1064, 09/08/15 16:44:34, 10:10, 0:0, 0:0, 
1065, 09/08/15 19:28:48, 0:0, 8:34, 0:0, 
1066, 09/08/15 20:32:38, 9:52, 0:0, 0:0, 
1067, 09/08/15 22:26:10, 0:0, 20:0, 0:0, 
1068, 09/09/15 00:00:39, 15:20, 0:0, 0:0, 
1069, 09/09/15 01:36:15, 19:18, 0:0, 0:0, 
1070, 09/09/15 04:24:00, 0:0, 0:0, Bottle-Pump, 2.5oz
1071, 09/09/15 06:00:00, 0:0, 0:0, Bottle-Pump, 2oz
1072, 09/09/15 07:43:37, 0:0, 15:0, 0:0, 
1073, 09/09/15 11:03:08, 15:0, 0:0, 0:0, 
1074, 09/09/15 13:48:08, 19:4, 0:0, 0:0, 
1075, 09/09/15 16:24:21, 4:56, 11:30, 0:0, 
1076, 09/09/15 19:33:57, 11:5, 5:16, 0:0, 
1077, 09/09/15 22:04:27, 0:0, 13:8, 0:0, 
1078, 09/09/15 23:47:13, 13:25, 0:0, 0:0, 
1079, 09/10/15 00:57:36, 0:0, 10:26, 0:0, 
1080, 09/10/15 02:15:00, 0:0, 13:0, 0:0, 
1081, 09/10/15 06:11:40, 15:0, 0:0, 0:0, 
1082, 09/10/15 08:29:04, 0:0, 15:0, 0:0, 
1083, 09/10/15 10:02:19, 15:0, 0:0, 0:0, 
1084, 09/10/15 12:39:01, 0:0, 15:0, 0:0, 
1085, 09/10/15 14:22:33, 0:0, 16:39, 0:0, 
1086, 09/10/15 16:21:21, 31:39, 0:0, 0:0, 
1087, 09/10/15 17:51:48, 8:20, 12:20, 0:0, 
1088, 09/10/15 20:10:08, 16:0, 10:0, 0:0, 
1089, 09/10/15 22:17:10, 0:0, 15:56, 0:0, 
1090, 09/11/15 02:00:00, 0:0, 15:0, 0:0, 
1091, 09/11/15 03:07:29, 9:37, 21:51, 0:0, 
1092, 09/11/15 04:30:00, 0:0, 0:0, Bottle-Pump, 2oz
1093, 09/11/15 05:30:00, 0:0, 0:0, Bottle-Pump, 2oz
1094, 09/11/15 08:16:46, 0:0, 19:50, 0:0, 
1095, 09/11/15 09:57:32, 15:0, 0:0, 0:0, 
1096, 09/11/15 12:50:00, 0:0, 15:0, 0:0, 
1097, 09/11/15 15:16:03, 0:0, 27:43, 0:0, 
1098, 09/11/15 16:20:29, 17:54, 0:0, 0:0, 
1099, 09/11/15 18:36:19, 0:0, 26:13, 0:0, 
1100, 09/11/15 20:22:45, 18:25, 18:10, 0:0, 
1101, 09/11/15 23:09:32, 0:0, 12:18, 0:0, 
1102, 09/12/15 00:38:43, 10:0, 5:54, 0:0, 
1103, 09/12/15 02:33:37, 0:0, 21:39, 0:0, 
1104, 09/12/15 04:58:18, 18:15, 0:0, 0:0, 
1105, 09/12/15 06:55:16, 0:0, 15:0, 0:0, 
1106, 09/12/15 09:29:00, 15:0, 0:0, 0:0, 
1107, 09/12/15 10:58:14, 0:0, 15:0, 0:0, 
1108, 09/12/15 13:05:16, 19:33, 0:2, 0:0, 
1109, 09/12/15 16:17:30, 8:2, 16:1, 0:0, 
1110, 09/12/15 17:59:59, 9:14, 0:0, 0:0, 
1111, 09/12/15 19:50:29, 10:0, 10:0, 0:0, 
1112, 09/12/15 21:57:07, 15:0, 0:0, 0:0, 
1113, 09/12/15 23:23:18, 8:14, 16:28, 0:0, 
1114, 09/13/15 01:34:05, 13:31, 9:25, 0:0, 
1115, 09/13/15 03:03:30, 0:0, 27:5, 0:0, 
1116, 09/13/15 09:07:17, 20:15, 0:0, 0:0, 
1117, 09/13/15 11:26:24, 0:0, 139:41, 0:0, 
1118, 09/13/15 14:12:20, 0:0, 25:25, 0:0, 
1119, 09/13/15 15:47:02, 11:3, 0:0, 0:0, 
1120, 09/13/15 22:35:00, 0:0, 15:0, 0:0, 
1121, 09/14/15 00:25:21, 40:0, 0:0, 0:0, 
1122, 09/14/15 02:39:28, 0:0, 15:0, 0:0, 
1123, 09/14/15 05:00:26, 15:0, 0:0, 0:0, 
1124, 09/14/15 06:26:29, 0:0, 16:47, 0:0, 
1125, 09/14/15 08:11:19, 15:0, 0:0, 0:0, 
1126, 09/14/15 09:28:44, 0:0, 15:0, 0:0, 
1127, 09/14/15 12:18:12, 0:0, 15:0, 0:0, 
1128, 09/14/15 15:55:13, 8:57, 2:30, 0:0, 
1129, 09/14/15 18:44:28, 0:0, 15:0, 0:0, 
1130, 09/14/15 21:12:37, 9:59, 0:0, 0:0, 
1131, 09/14/15 21:45:16, 0:0, 15:0, 0:0, 
1132, 09/15/15 00:33:54, 18:13, 0:0, 0:0, 
1133, 09/15/15 01:48:30, 0:0, 29:14, 0:0, 
1134, 09/15/15 03:25:21, 19:39, 0:0, 0:0, 
1135, 09/15/15 05:48:31, 0:0, 28:45, 0:0, 
1136, 09/15/15 07:11:18, 8:49, 0:0, 0:0, 
1137, 09/15/15 08:59:45, 92:33, 38:11, 0:0, 
1138, 09/15/15 11:10:53, 35:22, 0:0, 0:0, 
1139, 09/15/15 12:29:17, 0:0, 7:54, 0:0, 
1140, 09/15/15 15:15:57, 16:31, 0:0, 0:0, 
1141, 09/15/15 17:35:40, 0:0, 21:5, 0:0, 
1142, 09/15/15 19:42:32, 115:22, 0:0, 0:0, 
1143, 09/15/15 22:28:54, 0:0, 19:17, 0:0, 
1144, 09/16/15 00:50:42, 8:24, 0:0, 0:0, 
1145, 09/16/15 02:04:53, 0:0, 15:0, 0:0, 
1146, 09/16/15 05:30:09, 15:0, 0:0, 0:0, 
1147, 09/16/15 08:49:53, 0:0, 15:0, 0:0, 
1148, 09/16/15 10:10:02, 7:22, 0:0, 0:0, 
1149, 09/16/15 12:19:04, 0:0, 19:3, 0:0, 
1150, 09/16/15 14:32:00, 0:0, 16:36, 0:0, 
1151, 09/16/15 16:46:41, 15:20, 0:0, 0:0, 
1152, 09/16/15 18:38:48, 0:0, 5:53, 0:0, 
1153, 09/16/15 21:22:27, 24:4, 0:0, 0:0, 
1154, 09/17/15 00:01:39, 10:49, 13:3, 0:0, 
1155, 09/17/15 02:11:08, 20:33, 7:5, 0:0, 
1156, 09/17/15 03:23:00, 0:0, 0:0, Bottle-Pump, 1.5oz
1157, 09/17/15 06:08:14, 0:0, 18:1, 0:0, 
1158, 09/17/15 09:23:58, 27:32, 0:0, 0:0, 
1159, 09/17/15 12:09:22, 20:51, 0:0, 0:0, 
1160, 09/17/15 14:40:00, 0:0, 0:0, Bottle-Pump, 2oz
1161, 09/17/15 14:48:17, 0:0, 15:57, 0:0, 
1162, 09/17/15 17:30:34, 15:39, 17:28, 0:0, 
1163, 09/17/15 20:18:21, 16:55, 15:50, 0:0, 
1164, 09/17/15 22:15:18, 8:0, 10:0, 0:0, 
1165, 09/18/15 00:53:13, 15:0, 13:0, 0:0, 
1166, 09/18/15 04:06:29, 15:38, 0:0, 0:0, 
1167, 09/18/15 06:44:40, 0:0, 20:34, 0:0, 
1168, 09/18/15 08:49:16, 12:25, 0:0, 0:0, 
1169, 09/18/15 10:02:26, 0:0, 7:55, 0:0, 
1170, 09/18/15 12:37:29, 0:0, 11:50, 0:0, 
1171, 09/18/15 14:05:38, 8:3, 13:24, 0:0, 
1172, 09/18/15 17:00:00, 0:0, 0:0, Bottle-Pump, 2.5oz
1173, 09/18/15 18:00:00, 0:0, 0:0, Bottle-Pump, 4oz
1174, 09/18/15 21:06:00, 15:0, 0:0, 0:0, 
1175, 09/18/15 23:37:00, 15:0, 12:0, 0:0, 
1176, 09/19/15 01:26:47, 13:21, 10:35, 0:0, 
1177, 09/19/15 03:51:39, 0:0, 16:47, 0:0, 
1178, 09/19/15 05:16:58, 15:55, 0:0, 0:0, 
1179, 09/19/15 06:35:35, 0:0, 15:0, 0:0, 
1180, 09/19/15 08:53:46, 20:0, 10:0, 0:0, 
1181, 09/19/15 12:50:15, 11:27, 0:0, 0:0, 
1182, 09/19/15 15:06:31, 15:54, 12:56, 0:0, 
1183, 09/19/15 19:17:04, 15:52, 5:41, 0:0, 
1184, 09/19/15 22:53:19, 0:0, 14:13, 0:0, 
1185, 09/20/15 00:11:05, 32:27, 0:0, 0:0, 
1186, 09/20/15 02:05:10, 0:0, 43:28, 0:0, 
1187, 09/20/15 04:05:22, 30:17, 0:0, 0:0, 
1188, 09/20/15 08:06:52, 15:0, 0:0, 0:0, 
1189, 09/20/15 10:32:21, 0:0, 15:0, 0:0, 
1190, 09/20/15 12:31:45, 64:34, 0:0, 0:0, 
1191, 09/20/15 14:50:00, 15:39, 0:0, 0:0, 
1192, 09/20/15 18:39:17, 4:30, 18:34, 0:0, 
1193, 09/20/15 21:25:34, 12:49, 0:0, 0:0, 
1194, 09/20/15 22:50:01, 0:0, 29:53, 0:0, 
1195, 09/21/15 00:36:10, 19:28, 7:26, 0:0, 
1196, 09/21/15 02:20:13, 0:0, 19:26, 0:0, 
1197, 09/21/15 04:15:00, 15:0, 0:0, 0:0, 
1198, 09/21/15 06:30:08, 0:0, 18:45, 0:0, 
1199, 09/21/15 08:46:26, 15:0, 0:0, 0:0, 
1200, 09/21/15 10:52:04, 0:0, 8:53, 0:0, 
1201, 09/21/15 14:04:49, 0:0, 13:53, 0:0, 
1202, 09/21/15 16:48:46, 13:32, 0:0, 0:0, 
1203, 09/21/15 18:19:29, 15:0, 13:0, 0:0, 
1204, 09/21/15 20:40:28, 34:8, 0:0, 0:0, 
1205, 09/21/15 23:29:13, 11:33, 17:4, 0:0, 
1206, 09/22/15 02:12:32, 21:32, 0:0, 0:0, 
1207, 09/22/15 06:10:39, 0:0, 15:0, 0:0, 
1208, 09/22/15 08:19:11, 15:0, 0:0, 0:0, 
1209, 09/22/15 09:39:04, 0:0, 17:47, 0:0, 
1210, 09/22/15 11:00:00, 0:0, 15:0, 0:0, 
1211, 09/22/15 13:48:38, 0:0, 14:52, 0:0, 
1212, 09/22/15 15:54:01, 7:43, 0:0, 0:0, 
1213, 09/22/15 19:05:59, 15:0, 16:0, 0:0, 
1214, 09/22/15 21:53:17, 9:22, 0:0, 0:0, 
1215, 09/22/15 23:30:00, 40:8, 0:0, 0:0, 
1216, 09/23/15 01:44:22, 0:0, 10:2, 0:0, 
1217, 09/23/15 03:46:11, 133:12, 0:0, 0:0, 
1218, 09/23/15 06:00:22, 0:0, 135:23, 0:0, 
1219, 09/23/15 08:16:18, 136:47, 0:0, 0:0, 
1220, 09/23/15 10:33:39, 0:0, 10:55, 0:0, 
1221, 09/23/15 13:37:31, 0:0, 22:39, 0:0, 
1222, 09/23/15 16:40:04, 10:0, 15:0, 0:0, 
1223, 09/23/15 19:27:13, 4:56, 9:29, 0:0, 
1224, 09/23/15 22:39:01, 19:56, 0:0, 0:0, 
1225, 09/24/15 01:26:33, 14:0, 15:0, 0:0, 
1226, 09/24/15 05:03:24, 0:0, 15:0, 0:0, 
1227, 09/24/15 07:09:28, 14:0, 7:0, 0:0, 
1228, 09/24/15 09:22:04, 0:0, 91:44, 0:0, 
1229, 09/24/15 10:53:51, 9:11, 0:0, 0:0, 
1230, 09/24/15 14:06:19, 11:10, 1:40, 0:0, 
1231, 09/24/15 16:51:06, 0:0, 7:44, 0:0, 
1232, 09/24/15 18:21:18, 10:6, 12:11, 0:0, 
1233, 09/24/15 20:30:33, 0:0, 18:10, 0:0, 
1234, 09/24/15 23:35:30, 0:0, 41:45, 0:0, 
1235, 09/25/15 01:06:03, 11:48, 0:0, 0:0, 
1236, 09/25/15 02:19:24, 0:0, 17:15, 0:0, 
1237, 09/25/15 06:10:20, 16:28, 0:0, 0:0, 
1238, 09/25/15 07:55:05, 0:0, 9:40, 0:0, 
1239, 09/25/15 09:30:16, 28:10, 0:0, 0:0, 
1240, 09/25/15 11:54:21, 0:0, 20:0, 0:0, 
1241, 09/25/15 14:59:40, 0:0, 19:16, 0:0, 
1242, 09/25/15 18:59:50, 13:4, 6:52, 0:0, 
1243, 09/25/15 22:07:48, 10:0, 13:43, 0:0, 
1244, 09/26/15 00:23:36, 12:24, 0:0, 0:0, 
1245, 09/26/15 01:58:20, 0:0, 15:5, 0:0, 
1246, 09/26/15 04:56:52, 15:0, 0:0, 0:0, 
1247, 09/26/15 07:46:39, 0:0, 16:15, 0:0, 
1248, 09/26/15 09:19:10, 9:5, 0:0, 0:0, 
1249, 09/26/15 10:33:10, 0:0, 25:18, 0:0, 
1250, 09/26/15 13:42:38, 0:0, 20:0, 0:0, 
1251, 09/26/15 16:15:55, 10:11, 0:0, 0:0, 
1252, 09/26/15 16:52:05, 3:0, 20:0, 0:0, 
1253, 09/26/15 20:12:08, 0:0, 10:15, 0:0, 
1254, 09/26/15 21:49:59, 11:45, 0:0, 0:0, 
1255, 09/26/15 23:05:55, 0:0, 15:0, 0:0, 
1256, 09/27/15 01:12:14, 0:0, 24:27, 0:0, 
1257, 09/27/15 02:33:16, 13:43, 0:0, 0:0, 
1258, 09/27/15 03:59:30, 0:0, 64:33, 0:0, 
1259, 09/27/15 05:04:35, 172:30, 0:0, 0:0, 
1260, 09/27/15 07:57:22, 0:0, 14:36, 0:0, 
1261, 09/27/15 09:03:13, 13:28, 0:0, 0:0, 
1262, 09/27/15 10:22:59, 0:0, 193:3, 0:0, 
1263, 09/27/15 13:43:54, 12:2, 0:0, 0:0, 
1264, 09/27/15 16:49:52, 9:26, 12:5, 0:0, 
1265, 09/28/15 00:26:31, 20:0, 0:0, 0:0, 
1266, 09/28/15 02:02:29, 0:0, 19:8, 0:0, 
1267, 09/28/15 03:35:47, 15:0, 0:0, 0:0, 
1268, 09/28/15 06:29:41, 0:0, 15:0, 0:0, 
1269, 09/28/15 07:45:00, 15:0, 10:0, 0:0, 
1270, 09/28/15 11:48:29, 6:0, 14:0, 0:0, 
1271, 09/28/15 15:15:14, 13:0, 15:0, 0:0, 
1272, 09/28/15 18:23:04, 0:0, 15:0, 0:0, 
1273, 09/28/15 21:21:23, 12:1, 6:6, 0:0, 
1274, 09/28/15 23:51:39, 36:10, 0:0, 0:0, 
1275, 09/29/15 02:33:25, 0:0, 12:33, 0:0, 
1276, 09/29/15 06:20:55, 15:0, 0:0, 0:0, 
1277, 09/29/15 08:41:02, 0:0, 11:15, 0:0, 
1278, 09/29/15 11:48:01, 12:31, 0:0, 0:0, 
1279, 09/29/15 15:39:01, 17:56, 0:0, 0:0, 
1280, 09/29/15 18:20:44, 0:0, 17:19, 0:0, 
1281, 09/29/15 21:34:42, 16:0, 15:0, 0:0, 
1282, 09/29/15 23:30:06, 0:0, 5:0, 0:0, 
1283, 09/30/15 01:32:27, 21:41, 8:52, 0:0, 
1284, 09/30/15 03:03:34, 0:0, 7:32, 0:0, 
1285, 09/30/15 05:18:10, 15:0, 0:0, 0:0, 
1286, 09/30/15 07:06:12, 0:0, 15:0, 0:0, 
1287, 09/30/15 08:15:06, 15:0, 0:0, 0:0, 
1288, 09/30/15 10:27:55, 0:0, 9:3, 0:0, 
1289, 09/30/15 12:25:01, 15:0, 0:0, 0:0, 
1290, 09/30/15 15:30:00, 0:0, 0:0, Bottle-Pump, 3.5oz
1291, 09/30/15 17:02:33, 20:3, 0:0, 0:0, 
1292, 09/30/15 19:37:04, 0:0, 15:0, 0:0, 
